subject,mean_fd,mean_fd_noz,80percentile_fd,80percentile_fd_noz,max_fd,max_fd_noz,percent_suprathreshold,max_trans_x,max_trans_y,max_trans_z,max_rot_x,max_rot_y,max_rot_z
sub-BSCMR001,0.2858976285907945,0.10890254865639498,0.32464299269339547,0.11735816519599039,4.499998885242833,3.5273619127785967,0.023411371237458192,0.8487957907743322,0.8317540196710809,1.3375201382623845,2.638376778813658,0.5103856994068728,0.9293488776338288
sub-BSCMR002,0.50415649928799,0.2206879382840113,0.6936656857812487,0.29946023340988764,2.572009699785806,1.8491527931271152,0.07051282051282051,1.4658899944444386,0.7364194065198575,2.027770829468878,1.466379864077718,0.8371076459788441,0.3575937344855936
sub-BSCMR005,0.15937257645502617,0.08300388032903325,0.21184478089269657,0.10440144380011492,1.3733828662889231,0.43416868717309526,0.0,1.0227655309717392,3.316954235099388,0.6859951127291808,1.888934868158516,0.6664650349710629,0.8652291772459769
sub-BSCMR006,0.1156799656717996,0.04375487978655567,0.1542682330746415,0.05962468524696263,0.3533872450116677,0.18455316699857685,0.0,0.6672076366559452,2.3368300948326066,0.6414679874310139,0.6618638186077128,0.7198939223212665,0.7703101575716661
sub-BSCMR008,0.12582252704299077,0.05215786089846655,0.16750417667113135,0.06621464551377208,0.7228689971219512,0.5734932006345248,0.003278688524590164,0.2382132468630118,2.196327424127915,0.3814687811370305,1.256778317824359,0.5417406722439337,0.17040218990521236
sub-BSCMR009,0.1340436320021078,0.06437653672121295,0.1627586578422289,0.07861498231396616,2.970084928509216,1.3994467332850244,0.006557377049180328,0.3460196307305665,4.840173865895778,0.7339083701343867,1.4318718446673404,0.5659653572742155,0.5916440609186243
sub-BSCMR010,0.13578045339218134,0.057078567670039805,0.16993432838560266,0.0815490809330869,0.8080333693055497,0.3373901679524086,0.0,0.3721922476352688,2.5370087423411007,0.8685595580539314,0.2879799756696125,0.31987097305611073,0.16735633804727465
sub-BSCMR011,0.1336946784522659,0.048847618757706546,0.14683112749309732,0.05342985044866052,1.9447572998521303,0.6907577980094737,0.00684931506849315,0.3468774630364493,2.580919246450364,1.375831721318292,0.9905289472396276,0.4372100770830656,0.14071722064875924
sub-BSCMR012,0.08047369299292582,0.03914391028178312,0.10685716726439666,0.052180975065629444,0.3057146085083855,0.1543160525934194,0.0,0.2526404893840492,2.045376738904139,0.4738531936785364,0.39782281454629276,0.10709995671576432,0.4202594829187754
sub-BSCMR013,0.15694640140153276,0.05806686271333273,0.21378385270772715,0.0754039352062657,0.6167210138057638,0.5069800653275892,0.003278688524590164,0.1980915915911651,3.3964731270914825,0.5008579698401263,0.3545966658039664,0.1681977921754925,0.2599488593600871
sub-BSCMR014,0.24157608026451474,0.14082003188145,0.25993939789341164,0.13778809912187262,4.236844886012988,2.83297158051188,0.047619047619047616,0.569166483808786,3.01040461656919,1.1359135252374912,2.4134036462685926,0.6198893876735385,0.39281948088429075
sub-BSCMR015,0.18146097516658127,0.10650635598719689,0.21793623558645714,0.13155727701907957,1.335988539636247,0.9172994544035472,0.012903225806451613,0.7983855925108259,2.409423030244895,0.6418564275526677,1.363345557429591,0.7233833899429435,0.9569852283376137
sub-BSCMR016,0.11411886721821599,0.05861376974730656,0.15813095815065967,0.07963383225563227,0.7114441697599845,0.43104206603153616,0.0,0.3416085461319795,1.954142710311686,0.3664482167519054,0.25599355756332764,0.11057366934698405,0.44748989861292804
